metal,ligand,count,mean,std,min,max
Ti,N,2746,2.130272110746605,0.2977342348802204,1.665285649852301,4.72348501062764
Ti,O,1769,1.948170753626603,0.20976031246593635,1.6064524191531473,4.048635989283921
Ti,P,140,2.6445424349933333,0.1782248306394345,2.356875250656258,3.594935252605393
Ti,S,275,2.6179837665460335,0.45812437040599713,2.271862386672221,4.765558905361049
Ti,Se,27,2.6365461406692288,0.11532998230299327,2.517229445270335,2.808675917733123
Ti,Si,59,2.9339413864212416,0.3062807266158274,2.5062266996734355,4.36092360571439
V,As,1,2.4904689763024552,,2.4904689763024552,2.4904689763024552
V,B,9,2.660065526861499,0.5584411141176266,1.9497440698609652,3.410888456122246
V,Br,4,2.5098343389524245,0.13429359579417488,2.333097623465208,2.655217037969966
V,C,887,2.689681164537287,0.7964874049779007,1.8295133356425692,7.379991326110485
V,Cl,163,2.2701928516371916,0.056283032363686925,2.1377227462421313,2.442814019552246
V,F,12,1.856490221946549,0.18420862769505292,1.7458285924059098,2.2576170100805406
V,H,6,1.8907564269834627,0.1728331541593639,1.6933139249876261,2.172955922076193
V,I,1,2.7390471835213064,,2.7390471835213064,2.7390471835213064
V,N,1334,2.199223327088488,0.3225581026312432,1.5459390499699526,5.803389984342945
V,O,2733,1.8825798943035845,0.3187088835538747,1.559880728925773,4.179435289551568
V,P,75,2.4493893569687795,0.15297904810543925,2.2730665096459455,3.6277919971438557
V,S,97,2.3979889964058487,0.1675934840839016,2.080617162921377,3.143513221726449
V,Si,4,3.058100919568223,0.12459704642426357,2.874393067071029,3.1499532678312865
W,As,16,2.5971287762003805,0.12921709838372183,2.275563641437655,2.703991992308409
W,B,47,2.418338757346105,0.24342430780553617,2.0428609554543846,3.204095736143975
W,Br,51,2.6395458420122027,0.06028203702556772,2.523213582705594,2.7719854242275517
W,C,9719,2.227403193112396,0.3831719692083453,1.7704958558211878,7.0785935718441975
W,Cl,491,2.421923197866339,0.1341618063639494,2.2724219512953576,3.922918761193762
W,F,113,1.9294419772964093,0.09339538658985243,1.8640069585731165,2.7196380252827765
W,H,87,1.8042764732216872,0.13421138728165757,1.6936822880629057,2.3415733466329853
W,I,114,2.883531703090489,0.10685770725066135,2.6878138729404233,3.871227493057725
W,N,1765,2.1997350862298326,0.3464318986920553,1.693390267676356,4.3634692068087295
W,O,6436,3.0424937832348813,0.41420006006091387,1.6977833049261615,3.98182321039232
W,P,1237,2.5309774710185455,0.11631000209111926,2.214771782773792,4.35058004801808
W,S,571,2.5197172596489867,0.292303134287115,2.142101332325807,4.457803205952008
W,Se,59,2.946965786227258,0.6926393974645926,2.3471050602685004,5.256171681728252
W,Si,32,2.5923446645268915,0.09505274299899884,2.351167368818307,2.810567592064279
Y,B,42,2.709301292587276,0.22171487433745238,2.4687139820023702,3.2951156557392642
Y,Br,6,2.7670078690917137,0.019048104415916145,2.751300784059242,2.8025449484341904
Y,C,1393,2.6808455503615582,0.14846298914502848,2.348646682700699,3.79633221912664
Y,Cl,89,2.6095830108032456,0.2135789692194205,2.4991094595193304,4.031025880902652
Y,F,1,3.1853287517135493,,3.1853287517135493,3.1853287517135493
Y,H,64,2.404383764949765,0.1541678064288687,2.205082770374845,3.018802439045656
Y,I,15,2.9741004378878295,0.042093210584453714,2.9158444965659607,3.0522408719603047
Y,N,560,2.488931973136492,0.14460838372098023,2.178453301370493,3.0019414709689127
Y,O,543,2.4067126449111593,0.12247978816136877,2.0617034588674485,3.1218182042319502
Y,P,8,3.1478841059759435,0.25395223163486014,2.8977543409140125,3.3979922482498397
Y,S,27,2.8914142564660597,0.18296478410993725,2.6815521596135325,3.732511952329423
Y,Se,2,3.0937402166268178,0.00020058340852263364,3.093598382738458,3.0938820505151776
Y,Si,32,3.1427583162207906,0.1207533359316071,2.900220596855522,3.384321983203578
Zn,As,2,2.4838481085204345,1.4997220584508217e-05,2.4838375038840605,2.483858713156809
Zn,B,12,2.2625161431586402,0.0582572558614765,2.1578833605487113,2.3358554764252863
Zn,Br,565,2.377461779436271,0.03742704002735688,2.2816364644042224,2.5608944798983813
Zn,C,480,2.026355507764334,0.06414132801462627,1.939062399099369,2.285848408225489
Zn,Cl,2142,2.239157488717591,0.03887610738260458,2.134539457052504,2.7493625210446515
Zn,F,7,1.9907895473887856,0.11374221935212754,1.8486654073320028,2.151320380850793
Zn,H,18,1.6930159859809641,0.13554316341218078,1.5675825372882284,1.896230934740281
Zn,I,332,2.574667195279989,0.03458588043890063,2.4892324122656766,2.7039598942626717
Zn,N,9847,2.1232885959123564,0.08728863614160302,1.8360025067853256,2.9165193156298486
Zn,O,5043,2.0912497562200127,0.10329744387952317,1.8463838029079978,2.5176477132476256
Zn,P,49,2.455529183697033,0.06987956106191975,2.3332913815267475,2.675685161725123
Zn,S,1300,2.4249347642288486,0.11589648525458669,2.2153603140857245,3.0007634555614344
Zn,Se,50,2.5013375956089545,0.11889959190003185,2.3805727479499548,3.0274547797048927
Zn,Si,5,2.4279603709615434,0.06689068450917453,2.3790892317861894,2.5426317993004806
Zr,As,16,2.9725763782502934,0.2544354051200301,2.744176442684763,3.5863256405726736
Zr,B,174,2.6244335986767218,0.21589737836222145,2.3118438283108573,3.535425427864658
Zr,Br,52,2.625498412636389,0.0582062822439341,2.5518447521056213,2.8256185331542896
Zr,C,12972,2.5463163283683548,0.1385416195857875,2.0123678414765527,4.473191934228845
Zr,Cl,1511,2.4406563121223046,0.04371003703545374,2.3616462917983716,3.529676836365193
Zr,F,61,2.3249318154199434,0.40636521397467007,1.9448175083521335,3.3073585974945328
Zr,H,116,2.154637187656147,0.24943635556153224,1.833020925045047,2.8919466532227043
Zr,I,45,2.848142054842933,0.053407484203242234,2.7776611549638304,2.9490003131281624
Zr,N,1561,2.2610848081205717,0.21001751898083057,1.8690953404797197,4.204142143453406
Zr,O,649,2.1968037982978266,0.2423067672353562,1.9018099195592602,3.6636716583703293
Zr,P,212,2.7958177725357762,0.2297396195976696,2.482774250746531,4.218213644440618
Zr,S,119,2.977446808443001,0.627734341017009,2.44995354338016,4.789130199053999
Zr,Se,18,2.8601626260306343,0.4226766466586933,2.63519052203631,3.9613880822269865
Zr,Si,41,3.0481748979087064,0.25858169625328803,2.670730609786206,4.160372538425375
